 734: T2_WOOD                                                          : Birch Logs
1107: T6_ARTEFACT_2H_SKULLORB_HELL                                     : Master's Cursed Jawbone
1108: T6_ARTEFACT_2H_TRIDENT_UNDEAD                                    : Master's Cursed Barbs
1109: T6_ARTEFACT_2H_TWINSCYTHE_HELL                                   : Master's Hellish Sicklehead Pair
1110: T6_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD                              : Master's Lost Arcane Crystal
1111: T6_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD                              : Master's Lost Cursed Crystal
1112: T6_ARTEFACT_MAIN_FIRESTAFF_KEEPER                                : Master's Wildfire Orb
1113: T6_ARTEFACT_MAIN_FROSTSTAFF_KEEPER                               : Master's Hoarfrost Orb
1114: T6_ARTEFACT_MAIN_MACE_HELL                                       : Master's Infernal Mace Head
1115: T6_ARTEFACT_MAIN_NATURESTAFF_KEEPER                              : Master's Druidic Inscriptions
1116: T6_ARTEFACT_MAIN_RAPIER_MORGANA                                  : Master's Hardened Debole
1117: T6_ARTEFACT_MAIN_ROCKMACE_KEEPER                                 : Master's Runed Rock
1118: T6_ARTEFACT_MAIN_SCIMITAR_MORGANA                                : Master's Bloodforged Blade
1119: T6_ARTEFACT_MAIN_SPEAR_KEEPER                                    : Master's Keeper Spearhead
1120: T7_ARTEFACT_2H_ARCANESTAFF_HELL                                  : Grandmaster's Occult Orb
1121: T7_ARTEFACT_2H_BOW_HELL                                          : Grandmaster's Demonic Arrowheads
1122: T7_ARTEFACT_2H_BOW_KEEPER                                        : Grandmaster's Carved Bone
1123: T7_ARTEFACT_2H_CLEAVER_HELL                                      : Grandmaster's Demonic Blade
1124: T7_ARTEFACT_2H_COMBATSTAFF_MORGANA                               : Grandmaster's Reinforced Morgana Pole
1125: T7_ARTEFACT_2H_CROSSBOWLARGE_MORGANA                             : Grandmaster's Alluring Bolts
1126: T7_ARTEFACT_2H_DUALAXE_KEEPER                                    : Grandmaster's Keeper Axeheads
1127: T7_ARTEFACT_2H_DUALCROSSBOW_HELL                                 : Grandmaster's Hellish Bolts
1128: T7_ARTEFACT_2H_DUALHAMMER_HELL                                   : Grandmaster's Hellish Hammer Heads
1129: T7_ARTEFACT_2H_DUALSCIMITAR_UNDEAD                               : Grandmaster's Cursed Blades
1130: T7_ARTEFACT_2H_DUALSICKLE_UNDEAD                                 : Grandmaster's Ghastly Blades
1131: T7_ARTEFACT_2H_ENIGMATICORB_MORGANA                              : Grandmaster's Possessed Catalyst
1132: T7_ARTEFACT_2H_FIRESTAFF_HELL                                    : Grandmaster's Burning Orb
1133: T7_ARTEFACT_2H_HALBERD_MORGANA                                   : Grandmaster's Morgana Halberd Head
1134: T7_ARTEFACT_2H_HAMMER_UNDEAD                                     : Grandmaster's Ancient Hammer Head
1135: T7_ARTEFACT_2H_HARPOON_HELL                                      : Grandmaster's Infernal Harpoon Tip
1136: T7_ARTEFACT_MAIN_HOLYSTAFF_MORGANA                               : Grandmaster's Possessed Scroll
1137: T7_ARTEFACT_2H_HOLYSTAFF_HELL                                    : Grandmaster's Infernal Scroll
1138: T7_ARTEFACT_2H_HOLYSTAFF_UNDEAD                                  : Grandmaster's Ghastly Scroll
1139: T7_ARTEFACT_2H_ICECRYSTAL_UNDEAD                                 : Grandmaster's Cursed Frozen Crystal
1140: T7_ARTEFACT_2H_ICEGAUNTLETS_HELL                                 : Grandmaster's Icicle Orb
1141: T7_ARTEFACT_2H_INFERNOSTAFF_MORGANA                              : Grandmaster's Unholy Scroll
1142: T7_ARTEFACT_2H_IRONGAUNTLETS_HELL                                : Grandmaster's Black Leather
1143: T7_ARTEFACT_2H_LONGBOW_UNDEAD                                    : Grandmaster's Ghastly Arrows
1144: T7_ARTEFACT_2H_MACE_MORGANA                                      : Grandmaster's Imbued Mace Head
1145: T7_ARTEFACT_2H_NATURESTAFF_HELL                                  : Grandmaster's Symbol of Blight
1146: T7_ARTEFACT_2H_NATURESTAFF_KEEPER                                : Grandmaster's Preserved Log
1147: T7_ARTEFACT_2H_RAM_KEEPER                                        : Grandmaster's Engraved Log
1148: T7_ARTEFACT_2H_REPEATINGCROSSBOW_UNDEAD                          : Grandmaster's Lost Crossbow Mechanism
1149: T7_ARTEFACT_2H_ROCKSTAFF_KEEPER                                  : Grandmaster's Preserved Rocks
1150: T7_ARTEFACT_2H_SKULLORB_HELL                                     : Grandmaster's Cursed Jawbone
1151: T7_ARTEFACT_2H_TRIDENT_UNDEAD                                    : Grandmaster's Cursed Barbs
1152: T7_ARTEFACT_2H_TWINSCYTHE_HELL                                   : Grandmaster's Hellish Sicklehead Pair
1153: T7_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD                              : Grandmaster's Lost Arcane Crystal
1154: T7_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD                              : Grandmaster's Lost Cursed Crystal
1155: T7_ARTEFACT_MAIN_FIRESTAFF_KEEPER                                : Grandmaster's Wildfire Orb
1156: T7_ARTEFACT_MAIN_FROSTSTAFF_KEEPER                               : Grandmaster's Hoarfrost Orb
1157: T7_ARTEFACT_MAIN_MACE_HELL                                       : Grandmaster's Infernal Mace Head
1158: T7_ARTEFACT_MAIN_NATURESTAFF_KEEPER                              : Grandmaster's Druidic Inscriptions
1159: T7_ARTEFACT_MAIN_RAPIER_MORGANA                                  : Grandmaster's Hardened Debole
1160: T7_ARTEFACT_MAIN_ROCKMACE_KEEPER                                 : Grandmaster's Runed Rock
1161: T7_ARTEFACT_MAIN_SCIMITAR_MORGANA                                : Grandmaster's Bloodforged Blade
1162: T7_ARTEFACT_MAIN_SPEAR_KEEPER                                    : Grandmaster's Keeper Spearhead
1163: T8_ARTEFACT_2H_ARCANESTAFF_HELL                                  : Elder's Occult Orb
1164: T8_ARTEFACT_2H_BOW_HELL                                          : Elder's Demonic Arrowheads
1165: T8_ARTEFACT_2H_BOW_KEEPER                                        : Elder's Carved Bone
1166: T8_ARTEFACT_2H_CLEAVER_HELL                                      : Elder's Demonic Blade
1167: T8_ARTEFACT_2H_COMBATSTAFF_MORGANA                               : Elder's Reinforced Morgana Pole
1168: T8_ARTEFACT_2H_CROSSBOWLARGE_MORGANA                             : Elder's Alluring Bolts
1169: T8_ARTEFACT_2H_DUALAXE_KEEPER                                    : Elder's Keeper Axeheads
1170: T8_ARTEFACT_2H_DUALCROSSBOW_HELL                                 : Elder's Hellish Bolts
1171: T8_ARTEFACT_2H_DUALHAMMER_HELL                                   : Elder's Hellish Hammer Heads
1172: T8_ARTEFACT_2H_DUALSCIMITAR_UNDEAD                               : Elder's Cursed Blades
1173: T8_ARTEFACT_2H_DUALSICKLE_UNDEAD                                 : Elder's Ghastly Blades
1174: T8_ARTEFACT_2H_ENIGMATICORB_MORGANA                              : Elder's Possessed Catalyst
1175: T8_ARTEFACT_2H_FIRESTAFF_HELL                                    : Elder's Burning Orb
1176: T8_ARTEFACT_2H_HALBERD_MORGANA                                   : Elder's Morgana Halberd Head
1177: T8_ARTEFACT_2H_HAMMER_UNDEAD                                     : Elder's Ancient Hammer Head
1178: T8_ARTEFACT_2H_HARPOON_HELL                                      : Elder's Infernal Harpoon Tip
1179: T8_ARTEFACT_MAIN_HOLYSTAFF_MORGANA                               : Elder's Possessed Scroll
1180: T8_ARTEFACT_2H_HOLYSTAFF_HELL                                    : Elder's Infernal Scroll
1181: T8_ARTEFACT_2H_HOLYSTAFF_UNDEAD                                  : Elder's Ghastly Scroll
1182: T8_ARTEFACT_2H_ICECRYSTAL_UNDEAD                                 : Elder's Cursed Frozen Crystal
1183: T8_ARTEFACT_2H_ICEGAUNTLETS_HELL                                 : Elder's Icicle Orb
1184: T8_ARTEFACT_2H_INFERNOSTAFF_MORGANA                              : Elder's Unholy Scroll
1185: T8_ARTEFACT_2H_IRONGAUNTLETS_HELL                                : Elder's Black Leather
1186: T8_ARTEFACT_2H_LONGBOW_UNDEAD                                    : Elder's Ghastly Arrows
1187: T8_ARTEFACT_2H_MACE_MORGANA                                      : Elder's Imbued Mace Head
1188: T8_ARTEFACT_2H_NATURESTAFF_HELL                                  : Elder's Symbol of Blight
1189: T8_ARTEFACT_2H_NATURESTAFF_KEEPER                                : Elder's Preserved Log
1190: T8_ARTEFACT_2H_RAM_KEEPER                                        : Elder's Engraved Log
1191: T8_ARTEFACT_2H_REPEATINGCROSSBOW_UNDEAD                          : Elder's Lost Crossbow Mechanism
1192: T8_ARTEFACT_2H_ROCKSTAFF_KEEPER                                  : Elder's Preserved Rocks
1193: T8_ARTEFACT_2H_SKULLORB_HELL                                     : Elder's Cursed Jawbone
1194: T8_ARTEFACT_2H_TRIDENT_UNDEAD                                    : Elder's Cursed Barbs
1195: T8_ARTEFACT_2H_TWINSCYTHE_HELL                                   : Elder's Hellish Sicklehead Pair
1196: T8_ARTEFACT_MAIN_ARCANESTAFF_UNDEAD                              : Elder's Lost Arcane Crystal
1197: T8_ARTEFACT_MAIN_CURSEDSTAFF_UNDEAD                              : Elder's Lost Cursed Crystal
1198: T8_ARTEFACT_MAIN_FIRESTAFF_KEEPER                                : Elder's Wildfire Orb
1199: T8_ARTEFACT_MAIN_FROSTSTAFF_KEEPER                               : Elder's Hoarfrost Orb
1200: T8_ARTEFACT_MAIN_MACE_HELL                                       : Elder's Infernal Mace Head
1201: T8_ARTEFACT_MAIN_NATURESTAFF_KEEPER                              : Elder's Druidic Inscriptions
1202: T8_ARTEFACT_MAIN_RAPIER_MORGANA                                  : Elder's Hardened Debole
1203: T8_ARTEFACT_MAIN_ROCKMACE_KEEPER                                 : Elder's Runed Rock
1204: T8_ARTEFACT_MAIN_SCIMITAR_MORGANA                                : Elder's Bloodforged Blade
1205: T8_ARTEFACT_MAIN_SPEAR_KEEPER                                    : Elder's Keeper Spearhead
1206: T4_ARTEFACT_2H_DAGGER_KATAR_AVALON                               : Adept's Bloodstained Antiquities
